ID;ID_ORIGINAL;ID_EQUIPO;EQUIPO;MARCA;MODELO;SERIE;ACTIVO_FIJO;AREA;UBICACION;REGISTRO_SANITARIO;CLASIFICACION_RIESGO;ESTADO;PROPIETARIO_EQUIPO;ENCARGADO_MTTO_MP;PERIODICIDAD_MP
507;508;150;Espirometro;Mgc diagnostics;CPFS/D-USB;22007101;N6842;Terapia Respiratoria;Consultorio 3;INVIMA 2018DM-0002379-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
508;509;152;Esternotomo;Stryker;System 7;1809503023;N1503;Central de Esterilizacion;Area de empaque;INVIMA 2017DM-0015956;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
509;510;153;Estroboscopio;Jedmed;Estrobocam II;100016;N.I;Especialistas;Consultorio #5;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
510;511;169;Flujometro;Gentec;FM197B-15L-CH;IMG-F002;N.I;Imagenes Diagnosticas;Tomografia;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
511;512;169;Flujometro;Gentec;FM197B-15L-CH;61K22070006/0181;N.I;Hospitalizacion;Hospitalizacion;INVIMA 2021DM-0024519;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
512;513;196;Flujometro;Timeter;0-15 LPM;CRG-F008;N.I;Cirugia;Cuarto de equipos;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
513;514;196;Flujometro;Timeter;0-15 LPM;CRG-F003;N.I;Cirugia;Cuarto de equipos;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
514;515;196;Flujometro;Timeter;0-15 LPM;CRG-F002;N.I;Cirugia;Recuperacion;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
515;516;196;Flujometro;Timeter;0-15 LPM;CRG-F006;N.I;Cirugia;Recuperacion;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
516;517;196;Flujometro;Timeter;0-15 LPM;CRG-F007;N.I;Cirugia;Cuarto de equipos;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
517;518;196;Flujometro;Timeter;0-15 LPM;CRG-F004;N.I;Cirugia;Cuarto de equipos;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
518;519;187;Flujometro;Precision Medical;0-15 LPM;CRG-F001;N.I;Cirugia;Cuarto de equipos;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
519;520;160;Flujometro;Amvex;0-15 LPM;FMAO16655AP;N.I;Cirugia;Recuperacion;INVIMA 2008DM-0003031;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
520;521;164;Flujometro;Gentec;0-15 LPM;18090157038;N.I;Cirugia;Recuperacion;INVIMA 2021DM-0024519;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
521;522;164;Flujometro;Gentec;0-15 LPM;18120192012;N.I;Cirugia;Cuarto de equipos;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
522;523;196;Flujometro;Timeter;0-15 LPM;CRG-F009;N.I;Cirugia;Sala 2;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
523;524;196;Flujometro;Timeter;0-15 LPM;CRG-F011;N.I;Cirugia;Sala 3;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
524;525;183;Flujometro;Oxigen;N.I;1060000107;N.I;Hospitalizacion;Hospitalizacion;INVIMA 2009DM-0003227;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
525;526;164;Flujometro;Gentec;0-15 LPM;18090157036;N.I;Cirugia;Sala 4;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
526;527;168;Flujometro;Gentec;FM197A-FL-00;CRG-F012;N.I;Cirugia;Sala 6;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
527;528;200;Flujometro;Timeter;n.i;HOS-F004;N.I;Hospitalizacion;5to piso;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
528;529;169;Flujometro;Gentec;FM197B-15L-CH;61K19090212/088;N.A;Gastroscopia;Sala de procedimientos;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
529;530;190;Flujometro;Precision Medical;1MFA1001;HM-F002;N.A;Hemodinamia;Preparacion pacientes;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
530;531;194;Flujometro;Timeter;0-15;10586114;N.I;UCI 1;UCIS;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
531;532;194;Flujometro;Timeter;0-15;10586391;N.I;Hospitalizacion;4to piso;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
532;533;165;Flujometro;Gentec;15L;18090157022;N.I;Hospitalizacion;Habitacion 505;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
533;534;165;Flujometro;Gentec;15L;18090157024;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
534;535;165;Flujometro;Gentec;15L;18120192015;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
535;536;165;Flujometro;Gentec;15L;18120192019;N.I;UCI 2;UCIS;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
536;537;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/099;N.I;Hospitalizacion;8vo Piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
537;538;165;Flujometro;Gentec;15L;19010048001;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
538;539;165;Flujometro;Gentec;15L;19100128-002;N.I;Hospitalizacion;habitacion 410;INVIMA 2021DM-0024519;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
539;540;165;Flujometro;Gentec;15L;19100128-014;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
540;541;194;Flujometro;Timeter;0-15;415;N.I;Hospitalizacion;Habitacion 526;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
541;542;165;Flujometro;Gentec;15L;19100128-019;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
542;543;165;Flujometro;Gentec;15L;19100128-044;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
543;544;187;Flujometro;Precision Medical;0-15 LPM;UCIN-FL03;N.A;UCI 1;Cubiculo 10- Bodega Uci;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
544;545;169;Flujometro;Gentec;FM197B-15L-CH;61k19090200/088;N.I;Hospitalizacion;8vo Piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
545;546;169;Flujometro;Gentec;FM197B-15L-CH;61k19090200/101;N.I;Hospitalizacion;8vo Piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
546;547;171;Flujometro;Gentec;Fm197b-15l-ch;61k19080312/048;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
547;548;169;Flujometro;Gentec;FM197B-15L-CH;61k19090200/061;N.I;Hospitalizacion;8vo Piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
548;549;169;Flujometro;Gentec;FM197B-15L-CH;61k19090200/104;N.I;Hospitalizacion;8vo Piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
549;550;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/075;N.I;Hospitalizacion;8vo Piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
550;551;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/079;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
551;552;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/083;N.I;Hospitalizacion;bodega hospitalizacion;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
552;553;169;Flujometro;Gentec;FM197B-15L-CH;61k19090200/084;N.I;Hospitalizacion;8vo Piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
553;554;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/092;N.I;Hospitalizacion;Habitacion 522;INVIMA 2021DM-0024519;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
554;555;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/098;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
555;556;200;Flujometro;Timeter;n.i;ped-f002;N.I;Biomedico;Bodega de Biomedico;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
556;557;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/100;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
557;558;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/108;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
558;559;167;Flujometro;Gentec;FM197A-3L-CH;1000197;N.I;Hospitalizacion;Hospitalizacion;INVIMA 2021DM-0024519;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
559;560;172;Flujometro;Gentec;N.I;18090157002;N.I;Hospitalizacion;Hospitalizacion;INVIMA 2021DM-0024520;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
560;561;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/111;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
561;562;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/116;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
562;563;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090200/118;N.I;Hospitalizacion;Hospitalizacion;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
563;564;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/057;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
564;565;171;Flujometro;Gentec;Fm197b-15l-ch;61k19080312/049;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
565;566;173;Flujometro;Gentec;fm197b-15l-ch;61k19090212/091;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
566;567;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/068;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
567;568;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/074;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
568;569;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/079;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
569;570;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/084;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
570;571;196;Flujometro;Timeter;0-15 LPM;FMA43927AI;N.I;Partos;Observacion Partos;INVIMA 2017DM-0016940;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
571;572;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/094;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
572;573;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/103;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
573;574;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/110;N.I;Hospitalizacion;Hospitalizacion;INVIMA 2021DM-0024519;CLASE I;BAJA;Cosmitet Ltda.;N/A;N/A
574;575;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/117;N.I;Hospitalizacion;No especifica;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
575;576;171;Flujometro;Gentec;Fm197b-15l-ch;61k19090212/098;N.I;Hospitalizacion;6to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
576;577;194;Flujometro;Timeter;0-15;HOS-F020;N.I;Hospitalizacion;4to piso;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
577;578;162;Flujometro;Amvex;n.i;FMA035766AI;N.I;Hospitalizacion;4to piso;INVIMA 2008DM-0003031;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
578;579;162;Flujometro;Amvex;n.i;FMA035801AI;N.I;Hospitalizacion;6to piso;INVIMA 2008DM-0003031;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
579;580;162;Flujometro;Amvex;n.i;fma4146;N.I;Hospitalizacion;habitacion #609;INVIMA 2008DM-0003031;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
580;581;200;Flujometro;Timeter;n.i;HOS-F002;N.I;Hospitalizacion;5to piso;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
581;582;191;Flujometro;Precision Medical;1mfa;HOS-F003;N.I;Hospitalizacion;5to piso;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
582;583;191;Flujometro;Precision Medical;1mfa;Hos-f005;N.I;Hospitalizacion;5to piso;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
583;584;200;Flujometro;Timeter;n.i;HOS-F006;N.I;Hospitalizacion;5to piso;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
584;585;200;Flujometro;Timeter;n.i;hos-f007;N.I;Hospitalizacion;habitacion #606;INVIMA 2017DM-0016940;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
585;586;191;Flujometro;Precision Medical;1mfa;HOS-F008;N.I;Hospitalizacion;5to piso;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
586;587;191;Flujometro;Precision Medical;1mfa;HOS-F009;N.I;Hospitalizacion;5to piso;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
587;588;191;Flujometro;Precision Medical;1mfa;197;N.I;Hospitalizacion;5to piso;INVIMA 2013DM-0010823;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
588;589;192;Flujometro;Precision Medical;1mfa100;HOS-F001;N.I;Hospitalizacion;4to piso;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
589;590;175;Flujometro;No especifica;n.i;HOS-F011;N.I;Hospitalizacion;4to piso;INVIMA 2019DM-0019944;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
590;591;191;Flujometro;Precision Medical;1mfa;HOS-F012;N.I;Hospitalizacion;No especifica;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
591;592;200;Flujometro;Timeter;n.i;HOS-F013;N.I;Hospitalizacion;5to piso;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
592;593;171;Flujometro;Gentec;Fm197b-15l-ch;HOS-F014;N.I;Hospitalizacion;No especifica;INVIMA 2021DM-0024519;CLASE I;FUERA DE SERVICIO;Cosmitet Ltda.;N/A;N/A
593;594;165;Flujometro;Gentec;15L;191000128-030;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;FUERA DE SERVICIO;Cosmitet Ltda.;N/A;N/A
594;595;175;Flujometro;No especifica;n.i;HOS-F016;N.I;Hospitalizacion;4to piso;INVIMA 2019DM-0019944;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
595;596;158;Flujometro;Air Imetan;FMO-115;Hos-F031;N.I;Hospitalizacion;Stock Hospi;INVIMA 2018DM-0003366-R1;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
596;597;175;Flujometro;No especifica;n.i;HOS-F019;N.I;Hospitalizacion;5to piso;INVIMA 2019DM-0019944;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
597;598;171;Flujometro;Gentec;Fm197b-15l-ch;61K19090212/078;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
598;599;200;Flujometro;Timeter;n.i;HOS-F022;N.I;Hospitalizacion;5to piso;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
599;600;165;Flujometro;Gentec;15L;18120192008;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
600;601;191;Flujometro;Precision Medical;1mfa;HOS-F027;N.A;Hospitalizacion;5to piso;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
601;602;158;Flujometro;Air Imetan;FMO-115;Hos-F030;N.I;Hospitalizacion;Stock Hospi;INVIMA 2018DM-0003366-R1;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
602;603;193;Flujometro;Precision Medical;n.i;Hos-F029;N.I;Hospitalizacion;4to piso;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
603;604;165;Flujometro;Gentec;15L;20191029;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
604;605;189;Flujometro;Precision Medical;1MFA;UCI1-f005;N.I;UCI 1;Cubiculo 09;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
605;606;189;Flujometro;Precision Medical;1MFA;UCI1-F006;N.I;UCI 1;cubiculo 10;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
606;607;177;Flujometro;Ohio;n.i;QOBQ04313;N.I;Hospitalizacion;4to piso;INVIMA 2014DM-0011333;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
607;608;177;Flujometro;Ohio;n.i;QOBQ04349;N.I;Hospitalizacion;Stock;INVIMA 2014DM-0011333;CLASE I;FUERA DE SERVICIO;Cosmitet Ltda.;N/A;N/A
608;609;178;Flujometro;Oxigen;0-15;QOEN02233 (IMG-F001);N.A;Imagenes Diagnosticas;Resonancia;INVIMA 2009DM-0003227;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
609;610;180;Flujometro;Oxigen;0-15L;IMG-F004;N.I;Imagenes Diagnosticas;Ecografia;INVIMA 2009DM-0003227;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
610;611;169;Flujometro;Gentec;FM197B-15L-CH;61k19090212/092;N.I;Hospitalizacion;habitacion 512;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
611;612;169;Flujometro;Gentec;FM197B-15L-CH;61k19090212/100;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
612;613;169;Flujometro;Gentec;FM197B-15L-CH;61K19090212/089;N.I;Hospitalizacion;5to piso;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
613;614;165;Flujometro;Gentec;15L;18090157008;N.I;Hospitalizacion;4to Norte;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
614;615;166;Flujometro;Gentec;FM197A-15L-CH;612-21090031/0119;N.I;Hospitalizacion;Stock Hospi;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
615;616;166;Flujometro;Gentec;FM197A-15L-CH;61k-22070006/0181;N.I;Hospitalizacion;Stock Hospi;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
616;617;166;Flujometro;Gentec;FM197A-15L-CH;61k-22070006/0190;N.I;Gastroscopia;recuperacion;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
617;618;154;Flujometro;Air Imetan;0-15;ONC-F001;N.A;Oncologia;Sala de quimioterapia;INVIMA 2018DM-0003366-R1;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
618;619;155;Flujometro;Air Imetan;0-15 lmp;F1221I;N.A;Oncologia;Sala de Procedimientos;INVIMA 2018DM-0003366-R1;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
619;620;158;Flujometro;Air Imetan;FMO-115;F10212;N.A;Hospitalizacion;Hospitalizacion;INVIMA 2018DM-0003366-R1;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
620;621;196;Flujometro;Timeter;0-15 LPM;PAR-F001;N.I;Hospitalizacion;Stock Hospi;INVIMA 2017DM-0016940;CLASE I;BAJA;Cosmitet Ltda.;N/A;N/A
621;622;196;Flujometro;Timeter;0-15 LPM;PAR-F002;N.I;Cirugia;Cuarto de equipos;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
622;623;196;Flujometro;Timeter;0-15 LPM;PAR-F003;N.I;Biomedico;Bodega de Biomedico;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
623;624;196;Flujometro;Timeter;0-15 LPM;PAR-F004;N.I;Partos;Observacion Partos;INVIMA 2017DM-0016940;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
624;625;196;Flujometro;Timeter;0-15 LPM;PAR-F005;N.I;Partos;Observacion Partos;INVIMA 2017DM-0016940;CLASE I;Mantenimiento;Cosmitet Ltda.;N/A;N/A
625;626;189;Flujometro;Precision Medical;1MFA;PAR-F006;N.I;Cirugia;Sala 1;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
626;627;187;Flujometro;Precision Medical;0-15 LPM;UCIN-FL04;N.I;UCI 2;Cubiculo 17;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
627;628;169;Flujometro;Gentec;FM197B-15L-CH;61K19090212/032;N.I;UCI 1;Cubiculo 6- Bodega Uci;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
628;629;169;Flujometro;Gentec;FM197B-15L-CH;61K19090212/060;N.I;UCI 1;Cubiculo 4- Bodega Uci;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
629;630;187;Flujometro;Precision Medical;0-15 LPM;8090;N.I;Hospitalizacion;Hospitalizacion;INVIMA 2013DM-0010822;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
630;631;187;Flujometro;Precision Medical;0-15 LPM;UCIN-FL05;N.I;UCI 1;Cubiculo 11- Bodega Uci;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
631;632;187;Flujometro;Precision Medical;0-15 LPM;UCIN-FL01;N.I;UCI 1;Cubiculo 7- Bodega Uci;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
632;633;187;Flujometro;Precision Medical;0-15 LPM;UCIN-FL06;N.A;UCI 1;Cubiculo 5- Bodega Uci;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
633;634;187;Flujometro;Precision Medical;0-15 LPM;UCI2-F004;N.A;UCI 2;Cubiculo 16;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
634;635;188;Flujometro;Precision Medical;0-15LPM;UCI2-F001;N.I;UCI 2;Cubiculo 25;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
635;636;169;Flujometro;Gentec;FM197B-15L-CH;61K20050258/195;N.I;UCI 2;Cubiculo 24;INVIMA 2021DM-0024519;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
636;637;188;Flujometro;Precision Medical;0-15LPM;UCI2-F002;N.I;UCI 2;Cubiculo 30;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
637;638;196;Flujometro;Timeter;0-15 LPM;UCI2-F005;N.I;UCI 2;Cubiculo 23;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
638;639;189;Flujometro;Precision Medical;1MFA;UCI2-F006;N.I;UCI 2;Cubiculo 15;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
639;640;197;Flujometro;Timeter;0-15L;UCI2-F012;N.I;UCI 2;Cubiculo 21;INVIMA 2017DM-0016940;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
640;641;182;Flujometro;Oxigen;015L;UCI2-F013;N.I;UCI 2;Cubiculo 27;INVIMA 2009DM-0003227;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
641;642;187;Flujometro;Precision Medical;0-15 LPM;UCI2-F009;N.I;UCI 2;Cubiculo 19;INVIMA 2013DM-0010822;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
642;643;179;Flujometro;Oxigen;0-15 LPM;UCI2-F010;N.I;UCI 2;Cubiculo 22;INVIMA 2009DM-0003227;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
